2023-06-01 04:30:00,19.5,n,n,n,18,n,n,n,n,n,n,n,14.6,n,n,n,9,n,n,n,5,n,n,n,7.9,n,n,n,5.8,n,n,n,2.6,n,n,n,20.2,n,n,n,14,n,n,n,3,n,n,n
2023-06-01 05:30:00,18.7,n,n,n,11,n,n,n,n,n,n,n,16.4,n,n,n,11,n,n,n,5,n,n,n,14.9,n,n,n,6,n,n,n,3,n,n,n,16.2,n,n,n,9,n,n,n,8,n,n,n
2023-06-01 06:30:00,37.3,n,n,n,24,n,n,n,2,n,n,n,29.4,n,n,n,19,n,n,n,5,n,n,n,34.7,n,n,n,12.2,n,n,n,9,n,n,n,19,n,n,n,11,n,n,n,6,n,n,n
2023-06-01 07:30:00,43.2,n,n,n,20,n,n,n,7,n,n,n,47,n,n,n,25,n,n,n,n,n,n,n,32.1,n,n,n,15.4,n,n,n,11.3,n,n,n,55.2,n,n,n,31,n,n,n,6,n,n,n
2023-06-01 08:30:00,52.4,n,n,n,36,n,n,n,7,n,n,n,56.3,n,n,n,30,n,n,n,3,n,n,n,28.4,n,n,n,21.6,n,n,n,12.8,n,n,n,94.9,n,n,n,38,n,n,n,7,n,n,n
2023-06-01 09:30:00,65.1,n,n,n,39,n,n,n,6,n,n,n,59.1,n,n,n,38,n,n,n,8,n,n,n,15.2,n,n,n,25.2,n,n,n,7.7,n,n,n,83.4,n,n,n,34,n,n,n,11,n,n,n
2023-06-01 10:30:00,60.1,n,n,n,31,n,n,n,5,n,n,n,71.5,n,n,n,41,n,n,n,8,n,n,n,15.6,n,n,n,20.2,n,n,n,9.1,n,n,n,74.4,n,n,n,25,n,n,n,8,n,n,n
2023-06-01 11:30:00,53.3,n,n,n,30,n,n,n,6,n,n,n,42.2,n,n,n,31,n,n,n,9,n,n,n,13.5,n,n,n,15.9,n,n,n,7.2,n,n,n,58.6,n,n,n,30,n,n,n,9,n,n,n
2023-06-01 12:00:00,n,n,51.4,VM,n,n,30.8,VM,n,n,6.5,VM,n,n,38.8,VM,n,n,23.5,VM,n,n,8.8,VM,n,n,21.9,VM,n,n,14.6,VM,n,n,11.3,VM,n,n,59.6,VM,n,n,31.1,VM,n,n,12.3,VM
2023-06-01 12:30:00,53.6,n,n,n,39,n,n,n,2,n,n,n,26.1,n,n,n,23,n,n,n,9,n,n,n,10.9,n,n,n,10.9,n,n,n,4.9,n,n,n,68.6,n,n,n,41,n,n,n,9,n,n,n
2023-06-01 13:30:00,49.8,n,n,n,29,n,n,n,3,n,n,n,49.1,n,n,n,24,n,n,n,8,n,n,n,16.4,n,n,n,15.6,n,n,n,9,n,n,n,69,n,n,n,59,n,n,n,6,n,n,n
2023-06-01 14:30:00,40.1,n,n,n,27,n,n,n,3,n,n,n,49.3,n,n,n,31,n,n,n,8,n,n,n,15.4,n,n,n,13.4,n,n,n,10.2,n,n,n,50.2,n,n,n,22,n,n,n,5,n,n,n
2023-06-01 15:30:00,74.9,n,n,n,61,n,n,n,6,n,n,n,52.9,n,n,n,24,n,n,n,14,n,n,n,33.5,n,n,n,26.5,n,n,n,21.7,n,n,n,70.9,n,n,n,69,n,n,n,41,n,n,n
2023-06-01 16:30:00,73.8,n,n,n,42,n,n,n,11,n,n,n,72.9,n,n,n,36,n,n,n,11,n,n,n,29.4,n,n,n,24,n,n,n,23.5,n,n,n,89.1,n,n,n,41,n,n,n,19,n,n,n
2023-06-01 17:30:00,184.9,n,n,n,77,n,n,n,17,n,n,n,87.5,n,n,n,46,n,n,n,17,n,n,n,41.9,n,n,n,20.6,n,n,n,25.6,n,n,n,112.6,n,n,n,68,n,n,n,40,n,n,n
2023-06-01 18:30:00,101.6,n,n,n,36,n,n,n,16,n,n,n,74.9,n,n,n,44,n,n,n,16,n,n,n,50.8,n,n,n,21.4,n,n,n,32,n,n,n,106.7,n,n,n,24,n,n,n,13,n,n,n
2023-06-01 19:30:00,60.6,n,n,n,45,n,n,n,11,n,n,n,45.2,n,n,n,29,n,n,n,9,n,n,n,37.5,n,n,n,15.5,n,n,n,19.7,n,n,n,64.6,n,n,n,20,n,n,n,11,n,n,n
2023-06-01 20:30:00,47.4,n,n,n,39,n,n,n,8,n,n,n,22.4,n,n,n,18,n,n,n,12,n,n,n,25.6,n,n,n,14.1,n,n,n,14.6,n,n,n,62.3,n,n,n,38,n,n,n,19,n,n,n
2023-06-01 21:30:00,23.8,n,n,n,22,n,n,n,6,n,n,n,14.1,n,n,n,11,n,n,n,12,n,n,n,23.9,n,n,n,14.8,n,n,n,12.3,n,n,n,96.8,n,n,n,63,n,n,n,30,n,n,n
2023-06-01 22:30:00,29.2,n,n,n,31,n,n,n,9,n,n,n,20.5,n,n,n,17,n,n,n,9,n,n,n,18.4,n,n,n,12.7,n,n,n,9.5,n,n,n,87.6,n,n,n,36,n,n,n,18,n,n,n
2023-06-01 23:30:00,29.5,n,n,n,18,n,n,n,6,n,n,n,14.7,n,n,n,11,n,n,n,6,n,n,n,14.8,n,n,n,11.2,n,n,n,9.2,n,n,n,45,n,n,n,27,n,n,n,9,n,n,n
2023-06-02 00:30:00,17.9,n,n,n,17,n,n,n,7,n,n,n,18.3,n,n,n,16,n,n,n,11,n,n,n,6.7,n,n,n,4.6,n,n,n,2.5,n,n,n,20.6,n,n,n,19,n,n,n,7,n,n,n
2023-06-02 01:30:00,23.1,n,n,n,20,n,n,n,8,n,n,n,11,n,n,n,13,n,n,n,9,n,n,n,9,n,n,n,7,n,n,n,4.6,n,n,n,25.4,n,n,n,16,n,n,n,8,n,n,n
2023-06-02 02:30:00,23,n,n,n,22,n,n,n,7,n,n,n,3.6,n,n,n,7,n,n,n,12,n,n,n,6.7,n,n,n,6,n,n,n,3.2,n,n,n,13.7,n,n,n,17,n,n,n,9,n,n,n
2023-06-02 03:30:00,28.2,n,n,n,33,n,n,n,7,n,n,n,6.2,n,n,n,2,n,n,n,8,n,n,n,4,n,n,n,5.5,n,n,n,2.3,n,n,n,7.6,n,n,n,18,n,n,n,9,n,n,n
2023-06-02 04:30:00,23.2,n,n,n,18,n,n,n,7,n,n,n,8.7,n,n,n,7,n,n,n,6,n,n,n,4.2,n,n,n,5.1,n,n,n,2,n,n,n,8.6,n,n,n,9,n,n,n,6,n,n,n
2023-06-02 05:30:00,16.9,n,n,n,16,n,n,n,3,n,n,n,19,n,n,n,11,n,n,n,6,n,n,n,6.3,n,n,n,5.3,n,n,n,2.1,n,n,n,19,n,n,n,13,n,n,n,3,n,n,n
2023-06-02 06:30:00,44.1,n,n,n,34,n,n,n,7,n,n,n,74.7,n,n,n,46,n,n,n,8,n,n,n,22.3,n,n,n,9.9,n,n,n,7.1,n,n,n,49,n,n,n,33,n,n,n,7,n,n,n
2023-06-02 07:30:00,71.9,n,n,n,22,n,n,n,7,n,n,n,114,n,n,n,64,n,n,n,18,n,n,n,18.3,n,n,n,14.8,n,n,n,11.4,n,n,n,126,n,n,n,46,n,n,n,8,n,n,n
2023-06-02 08:30:00,42.3,n,n,n,19,n,n,n,7,n,n,n,64.4,n,n,n,33,n,n,n,12,n,n,n,35.3,n,n,n,24.7,n,n,n,21.6,n,n,n,93.4,n,n,n,31,n,n,n,9,n,n,n
2023-06-02 09:30:00,24.2,n,n,n,14,n,n,n,5,n,n,n,31.3,n,n,n,20,n,n,n,11,n,n,n,13,n,n,n,11.4,n,n,n,6.2,n,n,n,38.4,n,n,n,14,n,n,n,9,n,n,n
2023-06-02 10:30:00,24.5,n,n,n,18,n,n,n,2,n,n,n,28.5,n,n,n,19,n,n,n,12,n,n,n,9.8,n,n,n,14.3,n,n,n,3.5,n,n,n,27.3,n,n,n,17,n,n,n,7,n,n,n
2023-06-02 11:30:00,33.1,n,n,n,22,n,n,n,5,n,n,n,38.1,n,n,n,9,n,n,n,7,n,n,n,4,n,n,n,13.5,n,n,n,4.9,n,n,n,28.8,n,n,n,14,n,n,n,9,n,n,n
2023-06-02 12:00:00,n,n,43.6,VM,n,n,28.9,VM,n,n,6.7,VM,n,n,35.4,VM,n,n,21.1,VM,n,n,9.6,VM,n,n,15.5,VM,n,n,11.6,VM,n,n,8.4,VM,n,n,50.7,VM,n,n,26.1,VM,n,n,10.6,VM
2023-06-02 12:30:00,20.1,n,n,n,14,n,n,n,8,n,n,n,31,n,n,n,14,n,n,n,7,n,n,n,9.4,n,n,n,8.4,n,n,n,4.3,n,n,n,21.7,n,n,n,16,n,n,n,8,n,n,n
2023-06-02 13:30:00,15.8,n,n,n,12,n,n,n,2,n,n,n,59.4,n,n,n,46,n,n,n,7,n,n,n,5.2,n,n,n,11.2,n,n,n,4.1,n,n,n,35.3,n,n,n,12,n,n,n,6,n,n,n
2023-06-02 14:30:00,12.2,n,n,n,14,n,n,n,n,n,n,n,22.1,n,n,n,16,n,n,n,6,n,n,n,8,n,n,n,14.8,n,n,n,8.6,n,n,n,12.2,n,n,n,8,n,n,n,3,n,n,n
2023-06-02 15:30:00,11.5,n,n,n,13,n,n,n,2,n,n,n,39.4,n,n,n,23,n,n,n,6,n,n,n,11,n,n,n,12,n,n,n,6.6,n,n,n,9,n,n,n,11,n,n,n,3,n,n,n
2023-06-02 16:30:00,38.1,n,n,n,25,n,n,n,2,n,n,n,54.2,n,n,n,28,n,n,n,14,n,n,n,18.7,n,n,n,15.8,n,n,n,15.6,n,n,n,19.6,n,n,n,12,n,n,n,5,n,n,n
2023-06-02 17:30:00,63.3,n,n,n,39,n,n,n,6,n,n,n,44.1,n,n,n,16,n,n,n,8,n,n,n,42.1,n,n,n,11.7,n,n,n,21.9,n,n,n,32.9,n,n,n,22,n,n,n,11,n,n,n
2023-06-02 18:30:00,98.2,n,n,n,77,n,n,n,9,n,n,n,35.4,n,n,n,19,n,n,n,11,n,n,n,32.1,n,n,n,18,n,n,n,16.2,n,n,n,71.7,n,n,n,47,n,n,n,25,n,n,n
2023-06-02 19:30:00,109.5,n,n,n,69,n,n,n,14,n,n,n,26.8,n,n,n,14,n,n,n,8,n,n,n,28.2,n,n,n,17,n,n,n,14.1,n,n,n,99.7,n,n,n,52,n,n,n,23,n,n,n
2023-06-02 20:30:00,99.5,n,n,n,48,n,n,n,11,n,n,n,24.2,n,n,n,18,n,n,n,7,n,n,n,21.6,n,n,n,13.3,n,n,n,10.7,n,n,n,112.9,n,n,n,56,n,n,n,25,n,n,n
2023-06-02 21:30:00,57.5,n,n,n,33,n,n,n,8,n,n,n,21.5,n,n,n,13,n,n,n,11,n,n,n,22.4,n,n,n,12.6,n,n,n,10.2,n,n,n,107,n,n,n,45,n,n,n,18,n,n,n
2023-06-02 22:30:00,73,n,n,n,57,n,n,n,13,n,n,n,29.4,n,n,n,19,n,n,n,12,n,n,n,19.8,n,n,n,12.3,n,n,n,10.2,n,n,n,127.1,n,n,n,58,n,n,n,22,n,n,n
2023-06-02 23:30:00,74.2,n,n,n,38,n,n,n,8,n,n,n,44.2,n,n,n,34,n,n,n,14,n,n,n,13.3,n,n,n,9.3,n,n,n,6.4,n,n,n,109.6,n,n,n,41,n,n,n,14,n,n,n
2023-06-03 00:30:00,63.9,n,n,n,41,n,n,n,13,n,n,n,42.3,n,n,n,34,n,n,n,13,n,n,n,16.3,n,n,n,11.1,n,n,n,8.9,n,n,n,75,n,n,n,31,n,n,n,17,n,n,n
2023-06-03 01:30:00,69.9,n,n,n,39,n,n,n,17,n,n,n,38.9,n,n,n,30,n,n,n,9,n,n,n,13.9,n,n,n,11.9,n,n,n,9.5,n,n,n,63,n,n,n,27,n,n,n,8,n,n,n
2023-06-03 02:30:00,44.4,n,n,n,19,n,n,n,9,n,n,n,30.3,n,n,n,23,n,n,n,13,n,n,n,7.4,n,n,n,7.1,n,n,n,3.7,n,n,n,62,n,n,n,35,n,n,n,13,n,n,n
2023-06-03 03:30:00,37,n,n,n,27,n,n,n,5,n,n,n,31.5,n,n,n,28,n,n,n,9,n,n,n,7.7,n,n,n,5.2,n,n,n,2.4,n,n,n,50,n,n,n,25,n,n,n,8,n,n,n
2023-06-03 04:30:00,48,n,n,n,28,n,n,n,2,n,n,n,39.8,n,n,n,28,n,n,n,9,n,n,n,15.4,n,n,n,7.9,n,n,n,5.1,n,n,n,51,n,n,n,27,n,n,n,8,n,n,n
2023-06-03 05:30:00,45.5,n,n,n,22,n,n,n,6,n,n,n,43.2,n,n,n,24,n,n,n,9,n,n,n,16.9,n,n,n,10.9,n,n,n,7.9,n,n,n,59,n,n,n,31,n,n,n,12,n,n,n
2023-06-03 06:30:00,31.7,n,n,n,22,n,n,n,7,n,n,n,55.1,n,n,n,39,n,n,n,12,n,n,n,20.7,n,n,n,12.6,n,n,n,9.7,n,n,n,45,n,n,n,18,n,n,n,8,n,n,n
2023-06-03 07:30:00,28,n,n,n,13,n,n,n,6,n,n,n,44.8,n,n,n,29,n,n,n,8,n,n,n,27.4,n,n,n,17.1,n,n,n,13,n,n,n,35,n,n,n,17,n,n,n,5,n,n,n
2023-06-03 08:30:00,19.5,n,n,n,17,n,n,n,9,n,n,n,32.2,n,n,n,19,n,n,n,8,n,n,n,15.3,n,n,n,16.6,n,n,n,8.7,n,n,n,29.9,n,n,n,14,n,n,n,8,n,n,n
2023-06-03 09:30:00,20.7,n,n,n,13,n,n,n,6,n,n,n,27,n,n,n,20,n,n,n,8,n,n,n,6.4,n,n,n,13.1,n,n,n,5.6,n,n,n,16.5,n,n,n,14,n,n,n,11,n,n,n
2023-06-03 10:30:00,20.6,n,n,n,17,n,n,n,3,n,n,n,16.9,n,n,n,16,n,n,n,8,n,n,n,8.1,n,n,n,15.8,n,n,n,7.5,n,n,n,13,n,n,n,11,n,n,n,9,n,n,n
2023-06-03 11:30:00,10.9,n,n,n,19,n,n,n,8,n,n,n,24.2,n,n,n,18,n,n,n,11,n,n,n,7.1,n,n,n,15.9,n,n,n,8.9,n,n,n,7,n,n,n,14,n,n,n,8,n,n,n
2023-06-03 12:00:00,n,n,50.5,VM,n,n,32.9,VM,n,n,9.6,VM,n,n,39,VM,n,n,44.8,VM,n,n,11.7,VM,n,n,15.4,VM,n,n,13.4,VM,n,n,10.1,VM,n,n,37.1,VM,n,n,21.9,VM,n,n,9.9,VM
2023-06-03 12:30:00,18.8,n,n,n,27,n,n,n,8,n,n,n,22.1,n,n,n,18,n,n,n,7,n,n,n,3.8,n,n,n,10.4,n,n,n,3.8,n,n,n,5,n,n,n,12,n,n,n,7,n,n,n
2023-06-03 13:30:00,18.3,n,n,n,20,n,n,n,2,n,n,n,19.4,n,n,n,12,n,n,n,7,n,n,n,3,n,n,n,10.6,n,n,n,6.2,n,n,n,6,n,n,n,9,n,n,n,3,n,n,n
2023-06-03 14:30:00,14.6,n,n,n,19,n,n,n,n,n,n,n,18.3,n,n,n,17,n,n,n,7,n,n,n,1.7,n,n,n,9.8,n,n,n,4.7,n,n,n,6,n,n,n,9,n,n,n,5,n,n,n
2023-06-03 15:30:00,14.1,n,n,n,16,n,n,n,n,n,n,n,22.9,n,n,n,383,n,n,n,8,n,n,n,3.7,n,n,n,8.9,n,n,n,4,n,n,n,4,n,n,n,7,n,n,n,3,n,n,n
2023-06-03 16:30:00,23,n,n,n,18,n,n,n,1,n,n,n,27,n,n,n,24,n,n,n,7,n,n,n,10.4,n,n,n,9.1,n,n,n,8,n,n,n,9,n,n,n,17,n,n,n,5,n,n,n
2023-06-03 17:30:00,61,n,n,n,42,n,n,n,5,n,n,n,57.5,n,n,n,34,n,n,n,8,n,n,n,42.9,n,n,n,25.3,n,n,n,35.4,n,n,n,32,n,n,n,17,n,n,n,5,n,n,n
2023-06-03 18:30:00,85.2,n,n,n,69,n,n,n,9,n,n,n,23,n,n,n,25,n,n,n,7,n,n,n,37.6,n,n,n,30.3,n,n,n,32.3,n,n,n,26,n,n,n,11,n,n,n,6,n,n,n
2023-06-03 19:30:00,100.8,n,n,n,57,n,n,n,13,n,n,n,39.4,n,n,n,30,n,n,n,9,n,n,n,29.5,n,n,n,17.5,n,n,n,14.3,n,n,n,50,n,n,n,39,n,n,n,17,n,n,n
2023-06-03 20:30:00,130.8,n,n,n,68,n,n,n,16,n,n,n,66.5,n,n,n,47,n,n,n,20,n,n,n,24.2,n,n,n,16,n,n,n,13.7,n,n,n,83,n,n,n,41,n,n,n,24,n,n,n
2023-06-03 21:30:00,108.8,n,n,n,58,n,n,n,19,n,n,n,77,n,n,n,61,n,n,n,31,n,n,n,21.9,n,n,n,14.7,n,n,n,12.1,n,n,n,55,n,n,n,27,n,n,n,12,n,n,n
2023-06-03 22:30:00,103.9,n,n,n,66,n,n,n,23,n,n,n,74.2,n,n,n,67,n,n,n,31,n,n,n,16.7,n,n,n,12.4,n,n,n,10.3,n,n,n,53,n,n,n,35,n,n,n,20,n,n,n
2023-06-03 23:30:00,93.1,n,n,n,53,n,n,n,25,n,n,n,63.4,n,n,n,48,n,n,n,22,n,n,n,12.6,n,n,n,10.3,n,n,n,7.8,n,n,n,55,n,n,n,38,n,n,n,16,n,n,n
2023-06-04 00:30:00,69.3,n,n,n,44,n,n,n,19,n,n,n,58.6,n,n,n,40,n,n,n,19,n,n,n,12.1,n,n,n,9,n,n,n,6.3,n,n,n,48,n,n,n,25,n,n,n,8,n,n,n
2023-06-04 01:30:00,65.6,n,n,n,35,n,n,n,19,n,n,n,54.6,n,n,n,38,n,n,n,23,n,n,n,9.6,n,n,n,8.4,n,n,n,5.8,n,n,n,46,n,n,n,28,n,n,n,18,n,n,n
2023-06-04 02:30:00,63.9,n,n,n,47,n,n,n,18,n,n,n,44.1,n,n,n,36,n,n,n,18,n,n,n,9.9,n,n,n,7.5,n,n,n,4.7,n,n,n,47,n,n,n,30,n,n,n,13,n,n,n
2023-06-04 03:30:00,50.5,n,n,n,34,n,n,n,8,n,n,n,36.1,n,n,n,29,n,n,n,16,n,n,n,10.6,n,n,n,8,n,n,n,5.4,n,n,n,46,n,n,n,33,n,n,n,14,n,n,n
2023-06-04 04:30:00,80.9,n,n,n,61,n,n,n,18,n,n,n,53.1,n,n,n,41,n,n,n,19,n,n,n,16.1,n,n,n,8.8,n,n,n,6,n,n,n,63,n,n,n,34,n,n,n,16,n,n,n
2023-06-04 05:30:00,70.8,n,n,n,36,n,n,n,11,n,n,n,46.2,n,n,n,36,n,n,n,19,n,n,n,17.9,n,n,n,11,n,n,n,8.4,n,n,n,64,n,n,n,33,n,n,n,16,n,n,n
2023-06-04 06:30:00,58.2,n,n,n,39,n,n,n,11,n,n,n,65.1,n,n,n,44,n,n,n,n,n,n,n,32.2,n,n,n,18,n,n,n,15.2,n,n,n,79,n,n,n,42,n,n,n,9,n,n,n
2023-06-04 07:30:00,69.7,n,n,n,47,n,n,n,14,n,n,n,74.2,n,n,n,51,n,n,n,12,n,n,n,22.7,n,n,n,22.2,n,n,n,17.9,n,n,n,88,n,n,n,45,n,n,n,18,n,n,n
2023-06-04 08:30:00,72.4,n,n,n,39,n,n,n,13,n,n,n,71,n,n,n,40,n,n,n,19,n,n,n,29.4,n,n,n,24.2,n,n,n,19.6,n,n,n,84,n,n,n,35,n,n,n,14,n,n,n
2023-06-04 09:30:00,48.9,n,n,n,23,n,n,n,7,n,n,n,32.8,n,n,n,19,n,n,n,9,n,n,n,16.5,n,n,n,15.6,n,n,n,11.7,n,n,n,62,n,n,n,8,n,n,n,8,n,n,n
2023-06-04 10:30:00,20.4,n,n,n,16,n,n,n,1,n,n,n,12.7,n,n,n,13,n,n,n,8,n,n,n,1.9,n,n,n,6.6,n,n,n,2.1,n,n,n,17,n,n,n,9,n,n,n,3,n,n,n
2023-06-04 11:30:00,20.4,n,n,n,13,n,n,n,n,n,n,n,14.5,n,n,n,17,n,n,n,6,n,n,n,4.3,n,n,n,7.9,n,n,n,3.4,n,n,n,8,n,n,n,11,n,n,n,3,n,n,n
2023-06-04 12:00:00,n,n,54.2,VM,n,n,34.8,VM,n,n,9.6,VM,n,n,39.4,VM,n,n,27.6,VM,n,n,12.7,VM,n,n,17.2,VM,n,n,14.3,VM,n,n,11.5,VM,n,n,42,VM,n,n,24.6,VM,n,n,10.6,VM
2023-06-04 12:30:00,17.8,n,n,n,16,n,n,n,n,n,n,n,11.3,n,n,n,9,n,n,n,6,n,n,n,5.8,n,n,n,8.5,n,n,n,1.2,n,n,n,8,n,n,n,6,n,n,n,1,n,n,n
2023-06-04 13:30:00,17.6,n,n,n,18,n,n,n,2,n,n,n,14.7,n,n,n,9,n,n,n,6,n,n,n,1.2,n,n,n,9,n,n,n,3.7,n,n,n,8,n,n,n,8,n,n,n,3,n,n,n
2023-06-04 14:30:00,23.2,n,n,n,11,n,n,n,2,n,n,n,19.7,n,n,n,9,n,n,n,7,n,n,n,7.7,n,n,n,9.1,n,n,n,4.4,n,n,n,13,n,n,n,8,n,n,n,5,n,n,n
2023-06-04 15:30:00,26.9,n,n,n,17,n,n,n,1,n,n,n,24.1,n,n,n,16,n,n,n,12,n,n,n,7.5,n,n,n,9.8,n,n,n,6.5,n,n,n,15,n,n,n,12,n,n,n,3,n,n,n
2023-06-04 16:30:00,56.8,n,n,n,46,n,n,n,3,n,n,n,46,n,n,n,33,n,n,n,8,n,n,n,15.8,n,n,n,9.3,n,n,n,9,n,n,n,15,n,n,n,8,n,n,n,7,n,n,n
2023-06-04 17:30:00,78.3,n,n,n,33,n,n,n,3,n,n,n,63.3,n,n,n,34,n,n,n,12,n,n,n,22.4,n,n,n,14.8,n,n,n,15.5,n,n,n,32,n,n,n,28,n,n,n,3,n,n,n
2023-06-04 18:30:00,48.2,n,n,n,34,n,n,n,7,n,n,n,47.6,n,n,n,28,n,n,n,17,n,n,n,29.5,n,n,n,21.4,n,n,n,20.3,n,n,n,39,n,n,n,22,n,n,n,3,n,n,n
2023-06-04 19:30:00,59.7,n,n,n,34,n,n,n,7,n,n,n,33.1,n,n,n,23,n,n,n,8,n,n,n,27.2,n,n,n,22.2,n,n,n,20.6,n,n,n,37,n,n,n,14,n,n,n,7,n,n,n
2023-06-04 20:30:00,48.8,n,n,n,39,n,n,n,7,n,n,n,17.7,n,n,n,14,n,n,n,9,n,n,n,39.7,n,n,n,36.9,n,n,n,37,n,n,n,33,n,n,n,17,n,n,n,6,n,n,n
2023-06-04 21:30:00,63.9,n,n,n,55,n,n,n,14,n,n,n,21.7,n,n,n,19,n,n,n,11,n,n,n,28.9,n,n,n,23.4,n,n,n,22.1,n,n,n,37,n,n,n,35,n,n,n,14,n,n,n
2023-06-04 22:30:00,90.4,n,n,n,59,n,n,n,14,n,n,n,37.9,n,n,n,28,n,n,n,12,n,n,n,23.8,n,n,n,15,n,n,n,12.8,n,n,n,54,n,n,n,42,n,n,n,23,n,n,n
2023-06-04 23:30:00,79.5,n,n,n,40,n,n,n,13,n,n,n,45.8,n,n,n,36,n,n,n,16,n,n,n,19.8,n,n,n,17,n,n,n,15.9,n,n,n,64,n,n,n,57,n,n,n,40,n,n,n
2023-06-05 00:30:00,60.4,n,n,n,44,n,n,n,19,n,n,n,44.7,n,n,n,40,n,n,n,25,n,n,n,19.2,n,n,n,16,n,n,n,13.9,n,n,n,69,n,n,n,51,n,n,n,30,n,n,n
2023-06-05 01:30:00,53.2,n,n,n,40,n,n,n,20,n,n,n,45.4,n,n,n,40,n,n,n,25,n,n,n,20.4,n,n,n,17,n,n,n,15.6,n,n,n,66,n,n,n,47,n,n,n,31,n,n,n
2023-06-05 02:30:00,72,n,n,n,52,n,n,n,22,n,n,n,46,n,n,n,41,n,n,n,25,n,n,n,26,n,n,n,25,n,n,n,24.7,n,n,n,63,n,n,n,47,n,n,n,33,n,n,n
