2024-12-01 06:30:00,14,n,n,n,14,n,n,n,5,n,n,n,22,n,n,n,9,n,n,n,3,n,n,n,19,n,n,n,14,n,n,n,9,n,n,n,23,n,n,n,16,n,n,n,9,n,n,n
2024-12-01 07:30:00,11,n,n,n,11,n,n,n,7,n,n,n,23,n,n,n,8,n,n,n,8,n,n,n,21,n,n,n,13,n,n,n,6,n,n,n,26,n,n,n,22,n,n,n,14,n,n,n
2024-12-01 08:30:00,7,n,n,n,6,n,n,n,8,n,n,n,18,n,n,n,6,n,n,n,7,n,n,n,15,n,n,n,12,n,n,n,10,n,n,n,20,n,n,n,19,n,n,n,6,n,n,n
2024-12-01 09:30:00,6,n,n,n,4,n,n,n,7,n,n,n,23,n,n,n,14,n,n,n,5,n,n,n,16,n,n,n,8,n,n,n,11,n,n,n,12,n,n,n,8,n,n,n,6,n,n,n
2024-12-01 10:30:00,14,n,n,n,9,n,n,n,6,n,n,n,43,n,n,n,9,n,n,n,7,n,n,n,16,n,n,n,9,n,n,n,9,n,n,n,20,n,n,n,9,n,n,n,5,n,n,n
2024-12-01 11:30:00,11,n,n,n,8,n,n,n,7,n,n,n,21,n,n,n,5,n,n,n,12,n,n,n,17,n,n,n,13,n,n,n,9,n,n,n,18,n,n,n,13,n,n,n,6,n,n,n
2024-12-01 12:00:00,n,n,19,VM,n,n,12.6,VM,n,n,7.8,VM,n,n,24.7,VM,n,n,9.2,VM,n,n,8,VM,n,n,24,VM,n,n,16.2,VM,n,n,11.3,VM,n,n,20.1,VM,n,n,16.3,VM,n,n,9.3,VM
2024-12-01 12:30:00,20,n,n,n,22,n,n,n,11,n,n,n,27,n,n,n,3,n,n,n,9,n,n,n,21,n,n,n,11,n,n,n,10,n,n,n,20,n,n,n,18,n,n,n,6,n,n,n
2024-12-01 13:30:00,4,n,n,n,1,n,n,n,8,n,n,n,25,n,n,n,3,n,n,n,8,n,n,n,16,n,n,n,16,n,n,n,10,n,n,n,18,n,n,n,9,n,n,n,6,n,n,n
2024-12-01 14:30:00,14,n,n,n,3,n,n,n,12,n,n,n,23,n,n,n,8,n,n,n,5,n,n,n,13,n,n,n,12,n,n,n,7,n,n,n,16,n,n,n,8,n,n,n,6,n,n,n
2024-12-01 15:30:00,19,n,n,n,6,n,n,n,12,n,n,n,19,n,n,n,7,n,n,n,6,n,n,n,13,n,n,n,8,n,n,n,6,n,n,n,19,n,n,n,13,n,n,n,11,n,n,n
2024-12-01 16:30:00,23,n,n,n,11,n,n,n,12,n,n,n,28,n,n,n,7,n,n,n,7,n,n,n,18,n,n,n,9,n,n,n,7,n,n,n,18,n,n,n,16,n,n,n,12,n,n,n
2024-12-01 17:30:00,49,n,n,n,24,n,n,n,9,n,n,n,32,n,n,n,16,n,n,n,7,n,n,n,16,n,n,n,13,n,n,n,9,n,n,n,21,n,n,n,14,n,n,n,9,n,n,n
2024-12-01 18:30:00,22,n,n,n,15,n,n,n,7,n,n,n,33,n,n,n,16,n,n,n,7,n,n,n,23,n,n,n,17,n,n,n,12,n,n,n,20,n,n,n,12,n,n,n,9,n,n,n
2024-12-01 19:30:00,18,n,n,n,12,n,n,n,6,n,n,n,23,n,n,n,8,n,n,n,8,n,n,n,19,n,n,n,18,n,n,n,14,n,n,n,21,n,n,n,18,n,n,n,12,n,n,n
2024-12-01 20:30:00,33,n,n,n,21,n,n,n,9,n,n,n,19,n,n,n,9,n,n,n,8,n,n,n,26,n,n,n,17,n,n,n,14,n,n,n,25,n,n,n,24,n,n,n,16,n,n,n
2024-12-01 21:30:00,59,n,n,n,28,n,n,n,9,n,n,n,34,n,n,n,13,n,n,n,12,n,n,n,65,n,n,n,36,n,n,n,14,n,n,n,23,n,n,n,24,n,n,n,13,n,n,n
2024-12-01 22:30:00,50,n,n,n,22,n,n,n,8,n,n,n,40,n,n,n,19,n,n,n,16,n,n,n,58,n,n,n,34,n,n,n,15,n,n,n,28,n,n,n,25,n,n,n,16,n,n,n
2024-12-01 23:30:00,27,n,n,n,13,n,n,n,7,n,n,n,28,n,n,n,7,n,n,n,9,n,n,n,35,n,n,n,22,n,n,n,13,n,n,n,16,n,n,n,25,n,n,n,9,n,n,n
2024-12-02 00:30:00,16,n,n,n,8,n,n,n,3,n,n,n,12,n,n,n,6,n,n,n,7,n,n,n,24,n,n,n,14,n,n,n,17,n,n,n,20,n,n,n,18,n,n,n,7,n,n,n
2024-12-02 01:30:00,14,n,n,n,10,n,n,n,2,n,n,n,16,n,n,n,5,n,n,n,3,n,n,n,22,n,n,n,11,n,n,n,9,n,n,n,18,n,n,n,19,n,n,n,12,n,n,n
2024-12-02 02:30:00,23,n,n,n,11,n,n,n,3,n,n,n,21,n,n,n,6,n,n,n,8,n,n,n,13,n,n,n,17,n,n,n,9,n,n,n,21,n,n,n,14,n,n,n,8,n,n,n
2024-12-02 03:30:00,8,n,n,n,6,n,n,n,3,n,n,n,23,n,n,n,11,n,n,n,8,n,n,n,21,n,n,n,17,n,n,n,14,n,n,n,20,n,n,n,13,n,n,n,12,n,n,n
2024-12-02 04:30:00,18,n,n,n,6,n,n,n,5,n,n,n,27,n,n,n,9,n,n,n,7,n,n,n,18,n,n,n,14,n,n,n,13,n,n,n,29,n,n,n,17,n,n,n,11,n,n,n
2024-12-02 05:30:00,42,n,n,n,17,n,n,n,2,n,n,n,29,n,n,n,9,n,n,n,8,n,n,n,31,n,n,n,16,n,n,n,16,n,n,n,23,n,n,n,18,n,n,n,8,n,n,n
2024-12-02 06:30:00,45,n,n,n,15,n,n,n,6,n,n,n,38,n,n,n,14,n,n,n,12,n,n,n,28,n,n,n,17,n,n,n,12,n,n,n,28,n,n,n,14,n,n,n,12,n,n,n
2024-12-02 07:30:00,50,n,n,n,18,n,n,n,8,n,n,n,n,n,n,n,13,n,n,n,8,n,n,n,46,n,n,n,23,n,n,n,13,n,n,n,32,n,n,n,20,n,n,n,8,n,n,n
2024-12-02 08:30:00,28,n,n,n,22,n,n,n,8,n,n,n,30,n,n,n,14,n,n,n,8,n,n,n,32,n,n,n,18,n,n,n,9,n,n,n,54,n,n,n,27,n,n,n,12,n,n,n
2024-12-02 09:30:00,26,n,n,n,11,n,n,n,7,n,n,n,23,n,n,n,14,n,n,n,9,n,n,n,42,n,n,n,23,n,n,n,8,n,n,n,56,n,n,n,27,n,n,n,12,n,n,n
2024-12-02 10:30:00,27,n,n,n,13,n,n,n,5,n,n,n,46,n,n,n,16,n,n,n,8,n,n,n,59,n,n,n,34,n,n,n,6,n,n,n,33,n,n,n,18,n,n,n,6,n,n,n
2024-12-02 11:30:00,16,n,n,n,8,n,n,n,9,n,n,n,30,n,n,n,6,n,n,n,7,n,n,n,32,n,n,n,19,n,n,n,8,n,n,n,19,n,n,n,8,n,n,n,3,n,n,n
2024-12-02 12:00:00,n,n,28.7,VM,n,n,13.2,VM,n,n,6,VM,n,n,34,VM,n,n,12.5,VM,n,n,8.2,VM,n,n,43.9,VM,n,n,24.7,VM,n,n,11.7,VM,n,n,32.8,VM,n,n,18,VM,n,n,9.2,VM
2024-12-02 12:30:00,17,n,n,n,7,n,n,n,8,n,n,n,30,n,n,n,7,n,n,n,8,n,n,n,37,n,n,n,14,n,n,n,10,n,n,n,24,n,n,n,9,n,n,n,8,n,n,n
2024-12-02 13:30:00,24,n,n,n,12,n,n,n,6,n,n,n,36,n,n,n,11,n,n,n,5,n,n,n,n,n,n,n,22,n,n,n,n,n,n,n,42,n,n,n,17,n,n,n,6,n,n,n
2024-12-02 14:30:00,36,n,n,n,15,n,n,n,3,n,n,n,47,n,n,n,14,n,n,n,6,n,n,n,41,n,n,n,28,n,n,n,2,n,n,n,39,n,n,n,17,n,n,n,9,n,n,n
2024-12-02 15:30:00,28,n,n,n,17,n,n,n,2,n,n,n,52,n,n,n,18,n,n,n,7,n,n,n,40,n,n,n,29,n,n,n,11,n,n,n,40,n,n,n,18,n,n,n,6,n,n,n
2024-12-02 16:30:00,43,n,n,n,17,n,n,n,6,n,n,n,42,n,n,n,13,n,n,n,8,n,n,n,51,n,n,n,28,n,n,n,9,n,n,n,33,n,n,n,11,n,n,n,8,n,n,n
2024-12-02 17:30:00,36,n,n,n,14,n,n,n,12,n,n,n,25,n,n,n,9,n,n,n,11,n,n,n,56,n,n,n,28,n,n,n,16,n,n,n,24,n,n,n,19,n,n,n,9,n,n,n
2024-12-02 18:30:00,44,n,n,n,21,n,n,n,8,n,n,n,51,n,n,n,19,n,n,n,11,n,n,n,131,n,n,n,61,n,n,n,18,n,n,n,39,n,n,n,19,n,n,n,7,n,n,n
2024-12-02 19:30:00,36,n,n,n,14,n,n,n,7,n,n,n,34,n,n,n,23,n,n,n,8,n,n,n,80,n,n,n,45,n,n,n,20,n,n,n,44,n,n,n,18,n,n,n,11,n,n,n
2024-12-02 20:30:00,36,n,n,n,13,n,n,n,7,n,n,n,59,n,n,n,22,n,n,n,12,n,n,n,73,n,n,n,39,n,n,n,14,n,n,n,57,n,n,n,27,n,n,n,9,n,n,n
2024-12-02 21:30:00,35,n,n,n,17,n,n,n,9,n,n,n,44,n,n,n,22,n,n,n,14,n,n,n,69,n,n,n,30,n,n,n,18,n,n,n,47,n,n,n,24,n,n,n,17,n,n,n
2024-12-02 22:30:00,37,n,n,n,18,n,n,n,9,n,n,n,51,n,n,n,17,n,n,n,8,n,n,n,53,n,n,n,35,n,n,n,10,n,n,n,29,n,n,n,23,n,n,n,8,n,n,n
2024-12-02 23:30:00,4,n,n,n,8,n,n,n,7,n,n,n,17,n,n,n,3,n,n,n,5,n,n,n,11,n,n,n,11,n,n,n,6,n,n,n,15,n,n,n,18,n,n,n,11,n,n,n
2024-12-03 00:30:00,7,n,n,n,4,n,n,n,5,n,n,n,20,n,n,n,3,n,n,n,7,n,n,n,31,n,n,n,27,n,n,n,20,n,n,n,23,n,n,n,11,n,n,n,7,n,n,n
2024-12-03 01:30:00,16,n,n,n,6,n,n,n,3,n,n,n,13,n,n,n,n,n,n,n,9,n,n,n,11,n,n,n,8,n,n,n,12,n,n,n,16,n,n,n,14,n,n,n,7,n,n,n
2024-12-03 02:30:00,16,n,n,n,5,n,n,n,1,n,n,n,14,n,n,n,n,n,n,n,7,n,n,n,14,n,n,n,13,n,n,n,12,n,n,n,17,n,n,n,13,n,n,n,7,n,n,n
2024-12-03 03:30:00,8,n,n,n,5,n,n,n,7,n,n,n,10,n,n,n,2,n,n,n,6,n,n,n,11,n,n,n,8,n,n,n,9,n,n,n,19,n,n,n,12,n,n,n,6,n,n,n
2024-12-03 04:30:00,16,n,n,n,8,n,n,n,8,n,n,n,13,n,n,n,3,n,n,n,2,n,n,n,7,n,n,n,9,n,n,n,7,n,n,n,18,n,n,n,8,n,n,n,3,n,n,n
2024-12-03 05:30:00,14,n,n,n,8,n,n,n,6,n,n,n,32,n,n,n,7,n,n,n,1,n,n,n,19,n,n,n,16,n,n,n,12,n,n,n,15,n,n,n,17,n,n,n,3,n,n,n
2024-12-03 06:30:00,27,n,n,n,15,n,n,n,7,n,n,n,47,n,n,n,13,n,n,n,5,n,n,n,31,n,n,n,n,n,n,n,n,n,n,n,25,n,n,n,12,n,n,n,3,n,n,n
2024-12-03 07:30:00,34,n,n,n,16,n,n,n,7,n,n,n,41,n,n,n,12,n,n,n,6,n,n,n,35,n,n,n,18,n,n,n,3,n,n,n,30,n,n,n,13,n,n,n,8,n,n,n
2024-12-03 08:30:00,36,n,n,n,12,n,n,n,7,n,n,n,40,n,n,n,12,n,n,n,7,n,n,n,36,n,n,n,18,n,n,n,6,n,n,n,47,n,n,n,27,n,n,n,8,n,n,n
2024-12-03 09:30:00,34,n,n,n,14,n,n,n,7,n,n,n,34,n,n,n,12,n,n,n,8,n,n,n,27,n,n,n,17,n,n,n,7,n,n,n,40,n,n,n,22,n,n,n,12,n,n,n
2024-12-03 10:30:00,32,n,n,n,15,n,n,n,8,n,n,n,31,n,n,n,11,n,n,n,7,n,n,n,39,n,n,n,24,n,n,n,9,n,n,n,31,n,n,n,19,n,n,n,8,n,n,n
2024-12-03 11:30:00,30,n,n,n,12,n,n,n,12,n,n,n,25,n,n,n,9,n,n,n,6,n,n,n,38,n,n,n,23,n,n,n,11,n,n,n,38,n,n,n,17,n,n,n,7,n,n,n
2024-12-03 12:00:00,n,n,33.2,VM,n,n,15.6,VM,n,n,7.1,VM,n,n,35.8,VM,n,n,11.8,VM,n,n,7,VM,n,n,34.3,VM,n,n,20.5,VM,n,n,13,VM,n,n,27.8,VM,n,n,15.9,VM,n,n,7.7,VM
2024-12-03 12:30:00,51,n,n,n,24,n,n,n,7,n,n,n,61,n,n,n,22,n,n,n,3,n,n,n,60,n,n,n,28,n,n,n,11,n,n,n,62,n,n,n,25,n,n,n,7,n,n,n
2024-12-03 13:30:00,49,n,n,n,19,n,n,n,3,n,n,n,31,n,n,n,8,n,n,n,2,n,n,n,30,n,n,n,16,n,n,n,11,n,n,n,19,n,n,n,12,n,n,n,5,n,n,n
2024-12-03 14:30:00,30,n,n,n,14,n,n,n,12,n,n,n,19,n,n,n,17,n,n,n,5,n,n,n,46,n,n,n,22,n,n,n,13,n,n,n,28,n,n,n,17,n,n,n,7,n,n,n
2024-12-03 15:30:00,46,n,n,n,21,n,n,n,9,n,n,n,19,n,n,n,14,n,n,n,6,n,n,n,43,n,n,n,17,n,n,n,13,n,n,n,24,n,n,n,16,n,n,n,11,n,n,n
2024-12-03 16:30:00,32,n,n,n,16,n,n,n,6,n,n,n,38,n,n,n,16,n,n,n,9,n,n,n,79,n,n,n,58,n,n,n,39,n,n,n,28,n,n,n,17,n,n,n,8,n,n,n
2024-12-03 17:30:00,57,n,n,n,20,n,n,n,13,n,n,n,40,n,n,n,17,n,n,n,9,n,n,n,56,n,n,n,34,n,n,n,24,n,n,n,30,n,n,n,17,n,n,n,13,n,n,n
2024-12-03 18:30:00,55,n,n,n,26,n,n,n,11,n,n,n,43,n,n,n,18,n,n,n,13,n,n,n,45,n,n,n,28,n,n,n,19,n,n,n,29,n,n,n,18,n,n,n,11,n,n,n
2024-12-03 19:30:00,29,n,n,n,18,n,n,n,9,n,n,n,50,n,n,n,16,n,n,n,12,n,n,n,37,n,n,n,24,n,n,n,18,n,n,n,26,n,n,n,11,n,n,n,9,n,n,n
2024-12-03 20:30:00,53,n,n,n,26,n,n,n,11,n,n,n,32,n,n,n,12,n,n,n,11,n,n,n,63,n,n,n,29,n,n,n,16,n,n,n,32,n,n,n,19,n,n,n,9,n,n,n
2024-12-03 21:30:00,95,n,n,n,47,n,n,n,6,n,n,n,138,n,n,n,20,n,n,n,8,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2024-12-03 22:30:00,18,n,n,n,9,n,n,n,2,n,n,n,25,n,n,n,7,n,n,n,7,n,n,n,14,n,n,n,7,n,n,n,8,n,n,n,18,n,n,n,14,n,n,n,3,n,n,n
2024-12-03 23:30:00,11,n,n,n,15,n,n,n,3,n,n,n,43,n,n,n,8,n,n,n,12,n,n,n,18,n,n,n,8,n,n,n,6,n,n,n,25,n,n,n,14,n,n,n,14,n,n,n
2024-12-04 00:30:00,19,n,n,n,13,n,n,n,2,n,n,n,14,n,n,n,6,n,n,n,16,n,n,n,14,n,n,n,9,n,n,n,8,n,n,n,24,n,n,n,13,n,n,n,9,n,n,n
2024-12-04 01:30:00,7,n,n,n,13,n,n,n,8,n,n,n,n,n,n,n,7,n,n,n,16,n,n,n,18,n,n,n,14,n,n,n,11,n,n,n,28,n,n,n,18,n,n,n,11,n,n,n
2024-12-04 02:30:00,24,n,n,n,12,n,n,n,6,n,n,n,7,n,n,n,9,n,n,n,12,n,n,n,9,n,n,n,13,n,n,n,11,n,n,n,21,n,n,n,11,n,n,n,8,n,n,n
2024-12-04 03:30:00,17,n,n,n,12,n,n,n,11,n,n,n,15,n,n,n,5,n,n,n,n,n,n,n,11,n,n,n,13,n,n,n,13,n,n,n,20,n,n,n,12,n,n,n,9,n,n,n
2024-12-04 04:30:00,14,n,n,n,11,n,n,n,6,n,n,n,15,n,n,n,8,n,n,n,11,n,n,n,15,n,n,n,16,n,n,n,11,n,n,n,21,n,n,n,13,n,n,n,11,n,n,n
2024-12-04 05:30:00,18,n,n,n,11,n,n,n,7,n,n,n,n,n,n,n,5,n,n,n,6,n,n,n,21,n,n,n,12,n,n,n,12,n,n,n,16,n,n,n,13,n,n,n,11,n,n,n
2024-12-04 06:30:00,12,n,n,n,13,n,n,n,7,n,n,n,28,n,n,n,16,n,n,n,6,n,n,n,19,n,n,n,12,n,n,n,16,n,n,n,26,n,n,n,18,n,n,n,11,n,n,n
2024-12-04 07:30:00,32,n,n,n,17,n,n,n,6,n,n,n,93,n,n,n,40,n,n,n,9,n,n,n,52,n,n,n,25,n,n,n,17,n,n,n,23,n,n,n,19,n,n,n,11,n,n,n
2024-12-04 08:30:00,39,n,n,n,18,n,n,n,7,n,n,n,70,n,n,n,30,n,n,n,14,n,n,n,85,n,n,n,39,n,n,n,15,n,n,n,40,n,n,n,19,n,n,n,9,n,n,n
2024-12-04 09:30:00,45,n,n,n,29,n,n,n,13,n,n,n,43,n,n,n,16,n,n,n,8,n,n,n,36,n,n,n,24,n,n,n,8,n,n,n,27,n,n,n,20,n,n,n,9,n,n,n
2024-12-04 10:30:00,42,n,n,n,25,n,n,n,7,n,n,n,34,n,n,n,13,n,n,n,5,n,n,n,24,n,n,n,17,n,n,n,6,n,n,n,20,n,n,n,11,n,n,n,8,n,n,n
2024-12-04 11:30:00,30,n,n,n,19,n,n,n,5,n,n,n,20,n,n,n,9,n,n,n,12,n,n,n,23,n,n,n,9,n,n,n,12,n,n,n,18,n,n,n,13,n,n,n,5,n,n,n
2024-12-04 12:00:00,n,n,25.4,VM,n,n,15.9,VM,n,n,8.2,VM,n,n,43,VM,n,n,15.5,VM,n,n,10.1,VM,n,n,38.3,VM,n,n,21.4,VM,n,n,11.9,VM,n,n,26.8,VM,n,n,16.6,VM,n,n,9.5,VM
2024-12-04 12:30:00,13,n,n,n,7,n,n,n,2,n,n,n,15,n,n,n,5,n,n,n,7,n,n,n,14,n,n,n,9,n,n,n,11,n,n,n,13,n,n,n,12,n,n,n,12,n,n,n
2024-12-04 13:30:00,12,n,n,n,12,n,n,n,3,n,n,n,30,n,n,n,8,n,n,n,7,n,n,n,42,n,n,n,17,n,n,n,10,n,n,n,24,n,n,n,16,n,n,n,9,n,n,n
2024-12-04 14:30:00,26,n,n,n,12,n,n,n,7,n,n,n,63,n,n,n,19,n,n,n,n,n,n,n,72,n,n,n,35,n,n,n,12,n,n,n,33,n,n,n,16,n,n,n,11,n,n,n
2024-12-04 15:30:00,53,n,n,n,24,n,n,n,11,n,n,n,44,n,n,n,14,n,n,n,2,n,n,n,87,n,n,n,34,n,n,n,14,n,n,n,25,n,n,n,14,n,n,n,8,n,n,n
2024-12-04 16:30:00,53,n,n,n,23,n,n,n,19,n,n,n,68,n,n,n,25,n,n,n,n,n,n,n,65,n,n,n,33,n,n,n,10,n,n,n,43,n,n,n,18,n,n,n,11,n,n,n
2024-12-04 17:30:00,42,n,n,n,23,n,n,n,11,n,n,n,166,n,n,n,69,n,n,n,14,n,n,n,130,n,n,n,59,n,n,n,20,n,n,n,49,n,n,n,27,n,n,n,8,n,n,n
2024-12-04 18:30:00,31,n,n,n,19,n,n,n,16,n,n,n,84,n,n,n,17,n,n,n,12,n,n,n,44,n,n,n,23,n,n,n,10,n,n,n,28,n,n,n,18,n,n,n,7,n,n,n
2024-12-04 19:30:00,17,n,n,n,9,n,n,n,7,n,n,n,38,n,n,n,8,n,n,n,n,n,n,n,34,n,n,n,n,n,n,n,n,n,n,n,27,n,n,n,17,n,n,n,9,n,n,n
2024-12-04 20:30:00,12,n,n,n,14,n,n,n,8,n,n,n,23,n,n,n,8,n,n,n,12,n,n,n,21,n,n,n,13,n,n,n,6,n,n,n,22,n,n,n,17,n,n,n,14,n,n,n
2024-12-04 21:30:00,11,n,n,n,11,n,n,n,6,n,n,n,26,n,n,n,11,n,n,n,9,n,n,n,23,n,n,n,25,n,n,n,11,n,n,n,30,n,n,n,18,n,n,n,8,n,n,n
2024-12-04 22:30:00,18,n,n,n,20,n,n,n,11,n,n,n,28,n,n,n,16,n,n,n,12,n,n,n,26,n,n,n,23,n,n,n,13,n,n,n,28,n,n,n,23,n,n,n,12,n,n,n
2024-12-04 23:30:00,22,n,n,n,15,n,n,n,11,n,n,n,21,n,n,n,9,n,n,n,12,n,n,n,35,n,n,n,18,n,n,n,16,n,n,n,36,n,n,n,22,n,n,n,8,n,n,n
2024-12-05 00:30:00,14,n,n,n,10,n,n,n,6,n,n,n,15,n,n,n,6,n,n,n,6,n,n,n,15,n,n,n,14,n,n,n,13,n,n,n,21,n,n,n,11,n,n,n,7,n,n,n
2024-12-05 01:30:00,14,n,n,n,13,n,n,n,5,n,n,n,18,n,n,n,9,n,n,n,6,n,n,n,18,n,n,n,19,n,n,n,9,n,n,n,28,n,n,n,17,n,n,n,11,n,n,n
2024-12-05 02:30:00,14,n,n,n,17,n,n,n,13,n,n,n,23,n,n,n,9,n,n,n,6,n,n,n,17,n,n,n,19,n,n,n,8,n,n,n,26,n,n,n,16,n,n,n,13,n,n,n
2024-12-05 03:30:00,16,n,n,n,15,n,n,n,7,n,n,n,15,n,n,n,5,n,n,n,7,n,n,n,20,n,n,n,18,n,n,n,10,n,n,n,25,n,n,n,18,n,n,n,11,n,n,n
2024-12-05 04:30:00,19,n,n,n,13,n,n,n,6,n,n,n,11,n,n,n,2,n,n,n,3,n,n,n,16,n,n,n,14,n,n,n,10,n,n,n,22,n,n,n,19,n,n,n,12,n,n,n
2024-12-05 05:30:00,6,n,n,n,8,n,n,n,6,n,n,n,21,n,n,n,5,n,n,n,6,n,n,n,19,n,n,n,17,n,n,n,12,n,n,n,17,n,n,n,14,n,n,n,9,n,n,n
2024-12-05 06:30:00,5,n,n,n,10,n,n,n,3,n,n,n,43,n,n,n,14,n,n,n,11,n,n,n,28,n,n,n,18,n,n,n,14,n,n,n,21,n,n,n,13,n,n,n,8,n,n,n
2024-12-05 07:30:00,25,n,n,n,16,n,n,n,9,n,n,n,47,n,n,n,19,n,n,n,11,n,n,n,47,n,n,n,27,n,n,n,10,n,n,n,31,n,n,n,13,n,n,n,8,n,n,n
2024-12-05 08:30:00,41,n,n,n,20,n,n,n,11,n,n,n,46,n,n,n,23,n,n,n,8,n,n,n,29,n,n,n,18,n,n,n,11,n,n,n,20,n,n,n,22,n,n,n,12,n,n,n
2024-12-05 09:30:00,31,n,n,n,17,n,n,n,9,n,n,n,32,n,n,n,8,n,n,n,9,n,n,n,39,n,n,n,17,n,n,n,11,n,n,n,37,n,n,n,n,n,n,n,n,n,n,n
2024-12-05 10:30:00,22,n,n,n,22,n,n,n,6,n,n,n,31,n,n,n,16,n,n,n,9,n,n,n,40,n,n,n,25,n,n,n,8,n,n,n,25,n,n,n,18,n,n,n,3,n,n,n
2024-12-05 11:30:00,32,n,n,n,13,n,n,n,9,n,n,n,33,n,n,n,28,n,n,n,8,n,n,n,37,n,n,n,19,n,n,n,12,n,n,n,27,n,n,n,18,n,n,n,6,n,n,n
2024-12-05 12:00:00,n,n,35.2,VM,n,n,20.3,VM,n,n,9.2,VM,n,n,35.8,VM,n,n,16.2,VM,n,n,9,VM,n,n,52,VM,n,n,31.4,VM,n,n,14.8,VM,n,n,27.6,VM,n,n,18.3,VM,n,n,9.6,VM
