2023-02-01 04:30:00,32.8,n,n,n,13.3,n,n,n,6.9,n,n,n,20.5,n,n,n,11,n,n,n,7,n,n,n,12.4,n,n,n,10.2,n,n,n,6.1,n,n,n,25.5,n,n,n,9,n,n,n,6,n,n,n
2023-02-01 05:30:00,28.7,n,n,n,14.5,n,n,n,11.2,n,n,n,20.9,n,n,n,18,n,n,n,5,n,n,n,16,n,n,n,9.7,n,n,n,5.8,n,n,n,21,n,n,n,9,n,n,n,5,n,n,n
2023-02-01 06:30:00,37.3,n,n,n,7.9,n,n,n,5.2,n,n,n,26.4,n,n,n,16,n,n,n,6,n,n,n,21.7,n,n,n,13.9,n,n,n,6.8,n,n,n,23.6,n,n,n,12,n,n,n,3,n,n,n
2023-02-01 07:30:00,46.3,n,n,n,9.9,n,n,n,4.5,n,n,n,18,n,n,n,13,n,n,n,3,n,n,n,16.6,n,n,n,10.2,n,n,n,4.6,n,n,n,22.9,n,n,n,8,n,n,n,3,n,n,n
2023-02-01 08:30:00,42.2,n,n,n,18.9,n,n,n,13.7,n,n,n,14.1,n,n,n,11,n,n,n,3,n,n,n,9.5,n,n,n,4.7,n,n,n,1.7,n,n,n,5.8,n,n,n,11,n,n,n,5,n,n,n
2023-02-01 09:30:00,30.1,n,n,n,9,n,n,n,8.6,n,n,n,14.7,n,n,n,13,n,n,n,5,n,n,n,2,n,n,n,5.5,n,n,n,1.8,n,n,n,13.7,n,n,n,9,n,n,n,3,n,n,n
2023-02-01 10:30:00,27.6,n,n,n,6.2,n,n,n,4.5,n,n,n,12.9,n,n,n,13,n,n,n,n,n,n,n,8,n,n,n,7.2,n,n,n,3.8,n,n,n,6.4,n,n,n,9,n,n,n,n,n,n,n
2023-02-01 11:30:00,26.5,n,n,n,14.9,n,n,n,10.4,n,n,n,13.2,n,n,n,8,n,n,n,n,n,n,n,12,n,n,n,7.4,n,n,n,2.1,n,n,n,6.8,n,n,n,9,n,n,n,3,n,n,n
2023-02-01 12:00:00,n,n,42.6,VM,n,n,11.7,VM,n,n,9.7,VM,n,n,24.9,VM,n,n,16.2,VM,n,n,5.5,VM,n,n,15.9,VM,n,n,10.8,VM,n,n,5.5,VM,n,n,21,VM,n,n,9.6,VM,n,n,4.8,VM
2023-02-01 12:30:00,18.9,n,n,n,6.6,n,n,n,5.2,n,n,n,17.5,n,n,n,11,n,n,n,2,n,n,n,8.1,n,n,n,4,n,n,n,0.3,n,n,n,10,n,n,n,6,n,n,n,5,n,n,n
2023-02-01 13:30:00,25.2,n,n,n,6.8,n,n,n,10.6,n,n,n,16.4,n,n,n,8,n,n,n,3,n,n,n,8.1,n,n,n,7,n,n,n,1.2,n,n,n,10.2,n,n,n,5,n,n,n,2,n,n,n
2023-02-01 14:30:00,34.1,n,n,n,16.4,n,n,n,14.5,n,n,n,46.7,n,n,n,25,n,n,n,6,n,n,n,9.8,n,n,n,6.6,n,n,n,0.8,n,n,n,23.1,n,n,n,5,n,n,n,n,n,n,n
2023-02-01 15:30:00,33.9,n,n,n,14,n,n,n,13.1,n,n,n,24.4,n,n,n,16,n,n,n,5,n,n,n,10.8,n,n,n,7.2,n,n,n,1.8,n,n,n,15.3,n,n,n,9,n,n,n,5,n,n,n
2023-02-01 16:30:00,41.1,n,n,n,14.9,n,n,n,14.4,n,n,n,25.7,n,n,n,18,n,n,n,2,n,n,n,22.8,n,n,n,17.8,n,n,n,12.3,n,n,n,22.7,n,n,n,7,n,n,n,6,n,n,n
2023-02-01 17:30:00,62.5,n,n,n,10.5,n,n,n,10.1,n,n,n,23.2,n,n,n,16,n,n,n,3,n,n,n,22.7,n,n,n,27.4,n,n,n,20.4,n,n,n,14.1,n,n,n,9,n,n,n,3,n,n,n
2023-02-01 18:30:00,66.1,n,n,n,8.1,n,n,n,9.1,n,n,n,38.6,n,n,n,22,n,n,n,5,n,n,n,22.9,n,n,n,15.9,n,n,n,8.4,n,n,n,27.1,n,n,n,7,n,n,n,3,n,n,n
2023-02-01 19:30:00,48.9,n,n,n,13.5,n,n,n,13.9,n,n,n,39.3,n,n,n,24,n,n,n,6,n,n,n,41.8,n,n,n,21.8,n,n,n,10.2,n,n,n,43.5,n,n,n,7,n,n,n,5,n,n,n
2023-02-01 20:30:00,42.6,n,n,n,9,n,n,n,7.6,n,n,n,32.1,n,n,n,20,n,n,n,7,n,n,n,25.2,n,n,n,14,n,n,n,6.4,n,n,n,29.5,n,n,n,9,n,n,n,6,n,n,n
2023-02-01 21:30:00,55.6,n,n,n,10.3,n,n,n,12.5,n,n,n,24.8,n,n,n,14,n,n,n,6,n,n,n,22.4,n,n,n,12,n,n,n,5.6,n,n,n,23.1,n,n,n,17,n,n,n,5,n,n,n
2023-02-01 22:30:00,74.9,n,n,n,15.3,n,n,n,12.8,n,n,n,23.2,n,n,n,11,n,n,n,3,n,n,n,16,n,n,n,9.5,n,n,n,5.6,n,n,n,22,n,n,n,6,n,n,n,5,n,n,n
2023-02-01 23:30:00,79.2,n,n,n,8.8,n,n,n,8.5,n,n,n,32.1,n,n,n,22,n,n,n,6,n,n,n,19,n,n,n,11.9,n,n,n,5.6,n,n,n,38.3,n,n,n,16,n,n,n,3,n,n,n
2023-02-02 00:30:00,62.5,n,n,n,24.5,n,n,n,17.7,n,n,n,29,n,n,n,22,n,n,n,9,n,n,n,12,n,n,n,4.9,n,n,n,2.6,n,n,n,33.6,n,n,n,18,n,n,n,11,n,n,n
2023-02-02 01:30:00,48.7,n,n,n,18.9,n,n,n,9.3,n,n,n,30.4,n,n,n,23,n,n,n,13,n,n,n,11.6,n,n,n,4.8,n,n,n,2.9,n,n,n,33.7,n,n,n,18,n,n,n,8,n,n,n
2023-02-02 02:30:00,32.1,n,n,n,13.5,n,n,n,6.8,n,n,n,27.8,n,n,n,23,n,n,n,11,n,n,n,11.3,n,n,n,4.8,n,n,n,2.7,n,n,n,26.2,n,n,n,20,n,n,n,12,n,n,n
2023-02-02 03:30:00,27.2,n,n,n,12.9,n,n,n,4.6,n,n,n,22.5,n,n,n,20,n,n,n,7,n,n,n,11.1,n,n,n,4.1,n,n,n,1.7,n,n,n,23.6,n,n,n,9,n,n,n,7,n,n,n
2023-02-02 04:30:00,29.5,n,n,n,17.6,n,n,n,5.8,n,n,n,22.8,n,n,n,17,n,n,n,8,n,n,n,8.7,n,n,n,5,n,n,n,2.5,n,n,n,15.6,n,n,n,12,n,n,n,5,n,n,n
2023-02-02 05:30:00,26.6,n,n,n,19,n,n,n,4.7,n,n,n,24.3,n,n,n,17,n,n,n,7,n,n,n,13.2,n,n,n,5.1,n,n,n,2.1,n,n,n,17.2,n,n,n,8,n,n,n,7,n,n,n
2023-02-02 06:30:00,33.5,n,n,n,19.2,n,n,n,7.9,n,n,n,28.4,n,n,n,n,n,n,n,7,n,n,n,18.1,n,n,n,17.6,n,n,n,9.6,n,n,n,24.6,n,n,n,8,n,n,n,7,n,n,n
2023-02-02 07:30:00,37.4,n,n,n,11.2,n,n,n,10.6,n,n,n,26.6,n,n,n,9,n,n,n,6,n,n,n,22.8,n,n,n,11.5,n,n,n,5,n,n,n,33.9,n,n,n,11,n,n,n,6,n,n,n
2023-02-02 08:30:00,41.4,n,n,n,16.2,n,n,n,14,n,n,n,23.7,n,n,n,22,n,n,n,6,n,n,n,9.1,n,n,n,7.6,n,n,n,3.7,n,n,n,15.9,n,n,n,14,n,n,n,7,n,n,n
2023-02-02 09:30:00,42.7,n,n,n,11.1,n,n,n,6.7,n,n,n,14.1,n,n,n,14,n,n,n,5,n,n,n,8.9,n,n,n,5.2,n,n,n,1.6,n,n,n,9.5,n,n,n,6,n,n,n,9,n,n,n
2023-02-02 10:30:00,31.7,n,n,n,15,n,n,n,9.4,n,n,n,16,n,n,n,13,n,n,n,5,n,n,n,10.1,n,n,n,5.8,n,n,n,1.5,n,n,n,7.7,n,n,n,6,n,n,n,7,n,n,n
2023-02-02 11:30:00,31.9,n,n,n,6.8,n,n,n,5.2,n,n,n,17.3,n,n,n,7,n,n,n,3,n,n,n,10.2,n,n,n,6.8,n,n,n,0.8,n,n,n,16.7,n,n,n,9,n,n,n,5,n,n,n
2023-02-02 12:00:00,n,n,37.8,VM,n,n,13.4,VM,n,n,9.3,VM,n,n,25.6,VM,n,n,16.8,VM,n,n,7.6,VM,n,n,17.6,VM,n,n,12.2,VM,n,n,6.9,VM,n,n,27.7,VM,n,n,13.2,VM,n,n,6.8,VM
2023-02-02 12:30:00,22,n,n,n,5,n,n,n,6.2,n,n,n,10.6,n,n,n,9,n,n,n,2,n,n,n,4.5,n,n,n,4,n,n,n,0.8,n,n,n,11.8,n,n,n,8,n,n,n,6,n,n,n
2023-02-02 13:30:00,19.9,n,n,n,13.3,n,n,n,8.1,n,n,n,21.9,n,n,n,17,n,n,n,7,n,n,n,21.7,n,n,n,16.3,n,n,n,10.3,n,n,n,29.6,n,n,n,17,n,n,n,5,n,n,n
2023-02-02 14:30:00,23.2,n,n,n,9.9,n,n,n,9.2,n,n,n,25.4,n,n,n,16,n,n,n,8,n,n,n,45.9,n,n,n,40.6,n,n,n,31.5,n,n,n,29,n,n,n,14,n,n,n,9,n,n,n
2023-02-02 15:30:00,30.1,n,n,n,12.5,n,n,n,14.3,n,n,n,24.4,n,n,n,16,n,n,n,7,n,n,n,34.3,n,n,n,38.3,n,n,n,30,n,n,n,29.4,n,n,n,19,n,n,n,7,n,n,n
2023-02-02 16:30:00,46.7,n,n,n,21.5,n,n,n,19.9,n,n,n,28.7,n,n,n,11,n,n,n,5,n,n,n,15.3,n,n,n,11.2,n,n,n,5.7,n,n,n,36.7,n,n,n,14,n,n,n,6,n,n,n
2023-02-02 17:30:00,45.6,n,n,n,13.3,n,n,n,9.9,n,n,n,28.1,n,n,n,13,n,n,n,3,n,n,n,15.8,n,n,n,10.5,n,n,n,4.1,n,n,n,23.3,n,n,n,8,n,n,n,6,n,n,n
2023-02-02 18:30:00,48.2,n,n,n,4.4,n,n,n,4.3,n,n,n,24.8,n,n,n,14,n,n,n,7,n,n,n,34.2,n,n,n,18.7,n,n,n,6.9,n,n,n,45.5,n,n,n,18,n,n,n,3,n,n,n
2023-02-02 19:30:00,43.5,n,n,n,8.5,n,n,n,7.6,n,n,n,30.6,n,n,n,20,n,n,n,6,n,n,n,29.2,n,n,n,18.2,n,n,n,10.6,n,n,n,60,n,n,n,12,n,n,n,7,n,n,n
2023-02-02 20:30:00,43.5,n,n,n,3,n,n,n,2.4,n,n,n,46.3,n,n,n,25,n,n,n,17,n,n,n,25.8,n,n,n,17.9,n,n,n,11.2,n,n,n,35.2,n,n,n,14,n,n,n,9,n,n,n
2023-02-02 21:30:00,50.6,n,n,n,9.2,n,n,n,9.3,n,n,n,32.8,n,n,n,20,n,n,n,11,n,n,n,16.9,n,n,n,12.8,n,n,n,7.4,n,n,n,26.5,n,n,n,13,n,n,n,5,n,n,n
2023-02-02 22:30:00,36.4,n,n,n,16.3,n,n,n,14,n,n,n,28.8,n,n,n,23,n,n,n,14,n,n,n,17.4,n,n,n,11,n,n,n,6.2,n,n,n,38.2,n,n,n,18,n,n,n,3,n,n,n
2023-02-02 23:30:00,53.2,n,n,n,18.9,n,n,n,15.8,n,n,n,28.3,n,n,n,16,n,n,n,8,n,n,n,15.3,n,n,n,9,n,n,n,4.7,n,n,n,41.5,n,n,n,22,n,n,n,5,n,n,n
2023-02-03 00:30:00,62.7,n,n,n,17.1,n,n,n,16.2,n,n,n,33.7,n,n,n,35,n,n,n,8,n,n,n,14,n,n,n,9.6,n,n,n,5.8,n,n,n,36.8,n,n,n,19,n,n,n,3,n,n,n
2023-02-03 01:30:00,44.7,n,n,n,17.5,n,n,n,14,n,n,n,28.3,n,n,n,16,n,n,n,9,n,n,n,12.7,n,n,n,8.6,n,n,n,4.9,n,n,n,28,n,n,n,17,n,n,n,9,n,n,n
2023-02-03 02:30:00,34.7,n,n,n,14.3,n,n,n,6.8,n,n,n,25.5,n,n,n,23,n,n,n,12,n,n,n,10.5,n,n,n,6.1,n,n,n,3,n,n,n,16.5,n,n,n,11,n,n,n,5,n,n,n
2023-02-03 03:30:00,28.1,n,n,n,12,n,n,n,2,n,n,n,19.3,n,n,n,18,n,n,n,8,n,n,n,11.4,n,n,n,4.6,n,n,n,1.7,n,n,n,22,n,n,n,13,n,n,n,3,n,n,n
2023-02-03 04:30:00,32.5,n,n,n,12,n,n,n,1.3,n,n,n,18.2,n,n,n,14,n,n,n,6,n,n,n,12,n,n,n,5.4,n,n,n,3.6,n,n,n,22.7,n,n,n,16,n,n,n,7,n,n,n
2023-02-03 05:30:00,27.4,n,n,n,19.4,n,n,n,8.6,n,n,n,20.5,n,n,n,14,n,n,n,8,n,n,n,15.5,n,n,n,4.3,n,n,n,3,n,n,n,21,n,n,n,14,n,n,n,6,n,n,n
2023-02-03 06:30:00,32,n,n,n,26.2,n,n,n,10.7,n,n,n,25.1,n,n,n,17,n,n,n,9,n,n,n,18.5,n,n,n,21.7,n,n,n,13,n,n,n,24.5,n,n,n,6,n,n,n,5,n,n,n
2023-02-03 07:30:00,38,n,n,n,10.4,n,n,n,6.6,n,n,n,25.3,n,n,n,19,n,n,n,8,n,n,n,18.2,n,n,n,9.3,n,n,n,5,n,n,n,27.8,n,n,n,9,n,n,n,7,n,n,n
2023-02-03 08:30:00,39.8,n,n,n,16,n,n,n,13.5,n,n,n,20.4,n,n,n,13,n,n,n,11,n,n,n,12.5,n,n,n,7.3,n,n,n,3.7,n,n,n,22.8,n,n,n,11,n,n,n,5,n,n,n
2023-02-03 09:30:00,46,n,n,n,12,n,n,n,10.7,n,n,n,19.3,n,n,n,13,n,n,n,7,n,n,n,11.8,n,n,n,5.8,n,n,n,1.2,n,n,n,14.9,n,n,n,12,n,n,n,3,n,n,n
2023-02-03 10:30:00,114.2,n,n,n,37.8,n,n,n,35.5,n,n,n,18.5,n,n,n,13,n,n,n,5,n,n,n,10.1,n,n,n,6,n,n,n,1.1,n,n,n,29.7,n,n,n,12,n,n,n,3,n,n,n
2023-02-03 11:30:00,81.3,n,n,n,36.6,n,n,n,33.8,n,n,n,19.1,n,n,n,9,n,n,n,8,n,n,n,9.2,n,n,n,6,n,n,n,1.4,n,n,n,14,n,n,n,11,n,n,n,5,n,n,n
2023-02-03 12:00:00,n,n,60.5,VM,n,n,19,VM,n,n,14.3,VM,n,n,25.2,VM,n,n,16.5,VM,n,n,7.5,VM,n,n,17.5,VM,n,n,9.9,VM,n,n,4.9,VM,n,n,29.4,VM,n,n,13.5,VM,n,n,5.1,VM
2023-02-03 12:30:00,49.2,n,n,n,19.4,n,n,n,17.2,n,n,n,15.8,n,n,n,14,n,n,n,5,n,n,n,8.8,n,n,n,4.8,n,n,n,1,n,n,n,8.4,n,n,n,9,n,n,n,6,n,n,n
2023-02-03 13:30:00,35.2,n,n,n,10.6,n,n,n,9.9,n,n,n,16.6,n,n,n,8,n,n,n,3,n,n,n,22.5,n,n,n,6.3,n,n,n,0.5,n,n,n,8.6,n,n,n,8,n,n,n,5,n,n,n
2023-02-03 14:30:00,80.7,n,n,n,28.6,n,n,n,30.1,n,n,n,16.2,n,n,n,11,n,n,n,5,n,n,n,13.1,n,n,n,5.1,n,n,n,1,n,n,n,1.7,n,n,n,20,n,n,n,6,n,n,n
2023-02-03 15:30:00,218.2,n,n,n,52.8,n,n,n,48.8,n,n,n,8.3,n,n,n,11,n,n,n,7,n,n,n,7.3,n,n,n,1.8,n,n,n,n,n,n,n,17.5,n,n,n,11,n,n,n,5,n,n,n
2023-02-03 16:30:00,54.8,n,n,n,27.1,n,n,n,10.6,n,n,n,12.7,n,n,n,14,n,n,n,8,n,n,n,7.1,n,n,n,4.2,n,n,n,1.9,n,n,n,n,n,n,n,12,n,n,n,3,n,n,n
2023-02-03 17:30:00,49.4,n,n,n,19.7,n,n,n,9.6,n,n,n,27.3,n,n,n,12,n,n,n,9,n,n,n,17.3,n,n,n,11.4,n,n,n,3.4,n,n,n,30.5,n,n,n,12,n,n,n,3,n,n,n
2023-02-03 18:30:00,46.5,n,n,n,6.6,n,n,n,5.9,n,n,n,70.9,n,n,n,25,n,n,n,6,n,n,n,40.7,n,n,n,27.4,n,n,n,7.5,n,n,n,87.5,n,n,n,12,n,n,n,2,n,n,n
2023-02-03 19:30:00,73.2,n,n,n,6.8,n,n,n,6.3,n,n,n,45.7,n,n,n,23,n,n,n,6,n,n,n,40.8,n,n,n,21.3,n,n,n,12,n,n,n,73.3,n,n,n,16,n,n,n,3,n,n,n
2023-02-03 20:30:00,85.3,n,n,n,11.2,n,n,n,9.8,n,n,n,36.1,n,n,n,23,n,n,n,11,n,n,n,33.8,n,n,n,18.6,n,n,n,10.9,n,n,n,43.9,n,n,n,20,n,n,n,7,n,n,n
2023-02-03 21:30:00,62.5,n,n,n,9.7,n,n,n,8.2,n,n,n,30.2,n,n,n,19,n,n,n,8,n,n,n,27.4,n,n,n,16.8,n,n,n,10.8,n,n,n,38,n,n,n,19,n,n,n,7,n,n,n
2023-02-03 22:30:00,54.4,n,n,n,16.2,n,n,n,15,n,n,n,21.9,n,n,n,19,n,n,n,6,n,n,n,24.7,n,n,n,13.9,n,n,n,8.8,n,n,n,42.2,n,n,n,17,n,n,n,9,n,n,n
2023-02-03 23:30:00,62,n,n,n,16.4,n,n,n,13,n,n,n,29.3,n,n,n,12,n,n,n,8,n,n,n,19.3,n,n,n,12,n,n,n,8.1,n,n,n,43,n,n,n,18,n,n,n,6,n,n,n
2023-02-04 00:30:00,54.7,n,n,n,12.5,n,n,n,5.9,n,n,n,28.6,n,n,n,20,n,n,n,14,n,n,n,19,n,n,n,9.2,n,n,n,6,n,n,n,22.5,n,n,n,14,n,n,n,13,n,n,n
2023-02-04 01:30:00,38.4,n,n,n,13.5,n,n,n,4.3,n,n,n,26,n,n,n,16,n,n,n,12,n,n,n,15,n,n,n,9.1,n,n,n,5.6,n,n,n,21,n,n,n,11,n,n,n,9,n,n,n
2023-02-04 02:30:00,32.2,n,n,n,25.5,n,n,n,15.3,n,n,n,21.4,n,n,n,17,n,n,n,7,n,n,n,14.2,n,n,n,7.3,n,n,n,4.2,n,n,n,21.4,n,n,n,14,n,n,n,8,n,n,n
2023-02-04 03:30:00,27.2,n,n,n,32.9,n,n,n,20.8,n,n,n,20.2,n,n,n,11,n,n,n,8,n,n,n,14,n,n,n,6.2,n,n,n,3.4,n,n,n,21.7,n,n,n,9,n,n,n,7,n,n,n
2023-02-04 04:30:00,25.2,n,n,n,19.9,n,n,n,9.3,n,n,n,19,n,n,n,14,n,n,n,8,n,n,n,13.1,n,n,n,6.9,n,n,n,4,n,n,n,18.1,n,n,n,16,n,n,n,6,n,n,n
2023-02-04 05:30:00,31.5,n,n,n,13.2,n,n,n,3.9,n,n,n,20.5,n,n,n,7,n,n,n,8,n,n,n,19.1,n,n,n,8.1,n,n,n,5.3,n,n,n,23.1,n,n,n,13,n,n,n,9,n,n,n
2023-02-04 06:30:00,36.5,n,n,n,12.4,n,n,n,5.2,n,n,n,27,n,n,n,22,n,n,n,7,n,n,n,20.3,n,n,n,19.3,n,n,n,12.6,n,n,n,35.3,n,n,n,20,n,n,n,9,n,n,n
2023-02-04 07:30:00,33.8,n,n,n,17.3,n,n,n,12.8,n,n,n,23.3,n,n,n,13,n,n,n,6,n,n,n,18,n,n,n,12.4,n,n,n,6.1,n,n,n,30.9,n,n,n,11,n,n,n,6,n,n,n
2023-02-04 08:30:00,26.1,n,n,n,18.3,n,n,n,14.7,n,n,n,30.4,n,n,n,19,n,n,n,n,n,n,n,13.2,n,n,n,9.9,n,n,n,4.1,n,n,n,78.5,n,n,n,50,n,n,n,12,n,n,n
2023-02-04 09:30:00,26.8,n,n,n,9.1,n,n,n,9.9,n,n,n,23.8,n,n,n,12,n,n,n,n,n,n,n,12,n,n,n,9.4,n,n,n,3.2,n,n,n,109.8,n,n,n,46,n,n,n,7,n,n,n
2023-02-04 10:30:00,32,n,n,n,12.1,n,n,n,8.9,n,n,n,22.2,n,n,n,12,n,n,n,1,n,n,n,22,n,n,n,10,n,n,n,2.8,n,n,n,40.5,n,n,n,16,n,n,n,6,n,n,n
2023-02-04 11:30:00,28.6,n,n,n,13.1,n,n,n,11,n,n,n,23,n,n,n,16,n,n,n,5,n,n,n,14.5,n,n,n,9.1,n,n,n,3.1,n,n,n,32.6,n,n,n,14,n,n,n,5,n,n,n
2023-02-04 12:00:00,n,n,47.9,VM,n,n,16.7,VM,n,n,12.5,VM,n,n,27.9,VM,n,n,17,VM,n,n,8.5,VM,n,n,19.7,VM,n,n,11.8,VM,n,n,6.8,VM,n,n,46.7,VM,n,n,20,VM,n,n,8.8,VM
2023-02-04 12:30:00,24.2,n,n,n,9.1,n,n,n,5.6,n,n,n,28.2,n,n,n,16,n,n,n,5,n,n,n,15,n,n,n,8.2,n,n,n,2.7,n,n,n,28.7,n,n,n,16,n,n,n,6,n,n,n
2023-02-04 13:30:00,24.3,n,n,n,9.8,n,n,n,9.2,n,n,n,25.3,n,n,n,8,n,n,n,5,n,n,n,11.6,n,n,n,7.2,n,n,n,2,n,n,n,52.2,n,n,n,25,n,n,n,11,n,n,n
2023-02-04 14:30:00,18.3,n,n,n,18.5,n,n,n,11,n,n,n,17.9,n,n,n,7,n,n,n,6,n,n,n,11.6,n,n,n,5.8,n,n,n,1.5,n,n,n,147.6,n,n,n,35,n,n,n,8,n,n,n
2023-02-04 15:30:00,31.9,n,n,n,26.2,n,n,n,14.5,n,n,n,25.9,n,n,n,14,n,n,n,6,n,n,n,12.1,n,n,n,6.1,n,n,n,2.4,n,n,n,75.5,n,n,n,9,n,n,n,6,n,n,n
2023-02-04 16:30:00,44.9,n,n,n,12.8,n,n,n,13.6,n,n,n,15.9,n,n,n,12,n,n,n,8,n,n,n,8.9,n,n,n,5.9,n,n,n,3.7,n,n,n,2.9,n,n,n,13,n,n,n,7,n,n,n
2023-02-04 17:30:00,81.2,n,n,n,19.7,n,n,n,20.5,n,n,n,30.6,n,n,n,16,n,n,n,7,n,n,n,21,n,n,n,12.3,n,n,n,5.3,n,n,n,39.1,n,n,n,19,n,n,n,12,n,n,n
2023-02-04 18:30:00,85.5,n,n,n,17.2,n,n,n,17.8,n,n,n,50,n,n,n,34,n,n,n,8,n,n,n,42.1,n,n,n,24,n,n,n,11.4,n,n,n,59.2,n,n,n,25,n,n,n,18,n,n,n
2023-02-04 19:30:00,87.4,n,n,n,17.5,n,n,n,19.2,n,n,n,57.2,n,n,n,30,n,n,n,16,n,n,n,35,n,n,n,20.6,n,n,n,12.4,n,n,n,85.4,n,n,n,19,n,n,n,9,n,n,n
2023-02-04 20:30:00,82.7,n,n,n,13.5,n,n,n,13.8,n,n,n,42.3,n,n,n,27,n,n,n,12,n,n,n,33.9,n,n,n,18.3,n,n,n,10.8,n,n,n,52.5,n,n,n,20,n,n,n,6,n,n,n
2023-02-04 21:30:00,90.4,n,n,n,23.8,n,n,n,20.8,n,n,n,36.7,n,n,n,22,n,n,n,13,n,n,n,31.9,n,n,n,31.8,n,n,n,24.2,n,n,n,46.5,n,n,n,24,n,n,n,13,n,n,n
2023-02-04 22:30:00,102.6,n,n,n,17,n,n,n,16.7,n,n,n,25.3,n,n,n,24,n,n,n,13,n,n,n,29.5,n,n,n,14.8,n,n,n,14.1,n,n,n,38.4,n,n,n,24,n,n,n,9,n,n,n
2023-02-04 23:30:00,84.2,n,n,n,16.9,n,n,n,15.4,n,n,n,28.6,n,n,n,20,n,n,n,11,n,n,n,26.1,n,n,n,12.1,n,n,n,11.8,n,n,n,37.3,n,n,n,16,n,n,n,8,n,n,n
